sampleid	Brouns_C.20151106	CazaresVinuesa_PARAISO_C	CazaresVinuesa_TEMIXCO_C	Cho_C.20160208	Cinek_bin08_primerC.20151120	Cinek_bin11_primerC.20151120	Cinek_bin12_primerC.20151120	Cinek_bin13_primerC.20151120	Cinek_bin14_primerC.20151120	Cinek_bin15_primerC.20151120	Cinek_bin16_primerC.20151120	Cinek_bin55_primerC.20151120	Cinek_bin56_primerC.20151120	Cinek_bin79_primerC.20151120	Decewicz_Dziewit_Lodz_Cseq1.20160126	Decewicz_Dziewit_Lodz_Cseq1.20160303	Decewicz_Dziewit_Lodz_Cseq2.20160126	Decewicz_Dziewit_Lodz_Cseq2.20160303	Decewicz_Dziewit_Lodz_Cseq3.20160303	Decewicz_Dziewit_Lodz_Cseq4.20160303	Decewicz_Dziewit_Lodz_Cseq5.20160303	Decewicz_Dziewit_Oswiecim_Cseq1.20160126	Decewicz_Dziewit_Oswiecim_Cseq1.20160303	Decewicz_Dziewit_Oswiecim_Cseq2.20160303	Decewicz_Dziewit_Oswiecim_Cseq3.20160303	Decewicz_Dziewit_Oswiecim_Cseq4.20160303	Decewicz_Dziewit_Oswiecim_Cseq5.20160303	Decewicz_Dziewit_Warsaw_Cseq1.20160126	Decewicz_Dziewit_Warsaw_Cseq1.20160303	Decewicz_Dziewit_Warsaw_Cseq2.20160303	Decewicz_Dziewit_Warsaw_Cseq3.20160303	Decewicz_Dziewit_Warsaw_Cseq4.20160303	Decewicz_Dziewit_Warsaw_Cseq5.20160303	Decewicz_Dziewit_Wyszkow_Cseq1.20160126	Decewicz_Dziewit_Wyszkow_Cseq1.20160303	Decewicz_Dziewit_Wyszkow_Cseq2.20160126	Decewicz_Dziewit_Wyszkow_Cseq2.20160303	Decewicz_Dziewit_Wyszkow_Cseq3.20160303	Decewicz_Dziewit_Wyszkow_Cseq4.20160303	Decewicz_Dziewit_Wyszkow_Cseq5.20160303	Desnues_stool3_primerC.20151217	DiazMunoz_Davis1_C	DiazMunoz_Davis3_C	DiazMunoz_NYC_C	Edwards_C.20151012.S1	Edwards_C.20151012.S2	Edwards_C.20151012.S3	Edwards_C.20151012.S4	Edwards_C.20151209.S1	Edwards_C.20151209.S2	Edwards_C.20151209.S3	Edwards_C.20151209.S4	Fineran_Dunedin_C	Fineran_Greymouth_C	Lavigne.PrimerC.20160126	Mazankova_primerC_1.20151201	Mazankova_primerC_17.20151201	Mazankova_primerC_18.20151201	Mazankova_primerC_19.20151201	Mazankova_primerC_2.20151201	Mazankova_primerC_20.20151201	Mazankova_primerC_22.20151201	Mazankova_primerC_23.20151201	Mazankova_primerC_4.20151201	Mazankova_primerC_5.20151201	Mazankova_primerC_6.20151201	Mazankova_primerC_7.20151201	Mazankova_primerC_9.20151201	Muniesa_1.1_Gav_primerC.201510	Muniesa_E13_Gav_primerC.201405	Muniesa_E14_ElPratdeLlobregat_primerC.201401	Muniesa_E1_Gav_primerC.201510	Muniesa_E23_Gav_primerC.201406	Muniesa_E2_Gav_primerC.201510	Muniesa_E32_Girona_primerC.201505	Muniesa_E4_Gav_primerC.201311	Muniesa_E7_Gav_primerC.201401	Muniesa_E8_ElPratdeLlobregat_primerC.201401	Nigro_C.20161212.SandIsland	Nigro_C.20161212.Waianae	Qimron_Jericho_C_20151202	Qimron_Qalqilyah_C_20151202	Qimron_Ramallah_C_20151202	Qimron_Salfit_C_20151202	Quan_C.20160320.S1	Quan_C.20160320.S10	Quan_C.20160320.S11	Quan_C.20160320.S12	Quan_C.20160320.S13	Quan_C.20160320.S14	Quan_C.20160320.S15	Quan_C.20160320.S16	Quan_C.20160320.S17	Quan_C.20160320.S18	Quan_C.20160320.S19	Quan_C.20160320.S2	Quan_C.20160320.S3	Quan_C.20160320.S4	Quan_C.20160320.S5	Quan_C.20160320.S6	Quan_C.20160320.S7	Quan_C.20160320.S8	Quan_C.20160320.S9	Santos_C25.20160225	Santos_C27.20160225	Santos_C30.20160225	Santos_C32.20160225	Santos_C33.20160225	Santos_C35.20160225	Strain_primerC.20151215	Tyakht_Nov_282_C	Tyakht_Nov_287_C	Tyakht_OM_178_C	Tyakht_SAR_275_C	Tyakht_Spb_105_45P_C	Tyakht_Spb_73_13P_C	Tyakht_Spb_74_14P_C	Wagemans_C.20160412	Zambrano_C.20160412.s1	Zambrano_C.20160412.s2	crAssphage_C
Cinek_bin16_primerC.20151120	1493.16491228	9771.59880014	9769.39263201	1689.16336247	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	2361.97720696	8459.87550701	8459.87550701	6495.3973357	8923.55045595	8937.54530012	8928.33323521	8921.287002	8923.55045595	8937.54530012	8928.33323521	8921.287002	17274.9136604	16999.3948763	1655.96685731	1458.69038659	1346.84991595	1342.51157215	1446.73479892	1446.59074978	1350.11335791	1448.08808565	1399.3103834	1510.89911249	1342.51157215	1458.69038659	1350.11335791	1396.04047046	2681.37236236	2681.37236236	2675.97903901	2681.37236236	2681.37236236	2681.37236236	2665.61708392	2681.37236236	2681.37236236	2675.97903901	10808.8704312	10792.9061833	3404.24142186	3359.74690402	3394.18202738	3374.33377799	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	3387.57713427	3387.57713427	3387.57713427	3387.57713427	3387.57713427	3387.57713427	2211.95149564	3387.66319008	3387.66319008	2900.70842222	1758.58150911	409.106077587	409.106077587	409.106077587	1662.63770093	9971.77289366	9971.77289366	7132.25045765
Cinek_bin55_primerC.20151120	1493.16491228	9771.59880014	9769.39263201	1689.16336247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	2361.97720696	8459.87550701	8459.87550701	6495.3973357	8923.55045595	8937.54530012	8928.33323521	8921.287002	8923.55045595	8937.54530012	8928.33323521	8921.287002	17274.9136604	16999.3948763	1655.96685731	1458.69038659	1346.84991595	1342.51157215	1446.73479892	1446.59074978	1350.11335791	1448.08808565	1399.3103834	1510.89911249	1342.51157215	1458.69038659	1350.11335791	1396.04047046	2681.37236236	2681.37236236	2675.97903901	2681.37236236	2681.37236236	2681.37236236	2665.61708392	2681.37236236	2681.37236236	2675.97903901	10808.8704312	10792.9061833	3404.24142186	3359.74690402	3394.18202738	3374.33377799	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	3387.57713427	3387.57713427	3387.57713427	3387.57713427	3387.57713427	3387.57713427	2211.95149564	3387.66319008	3387.66319008	2900.70842222	1758.58150911	409.106077587	409.106077587	409.106077587	1662.63770093	9971.77289366	9971.77289366	7132.25045765
Cinek_bin56_primerC.20151120	1493.16491228	9771.59880014	9769.39263201	1689.16336247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	2361.97720696	8459.87550701	8459.87550701	6495.3973357	8923.55045595	8937.54530012	8928.33323521	8921.287002	8923.55045595	8937.54530012	8928.33323521	8921.287002	17274.9136604	16999.3948763	1655.96685731	1458.69038659	1346.84991595	1342.51157215	1446.73479892	1446.59074978	1350.11335791	1448.08808565	1399.3103834	1510.89911249	1342.51157215	1458.69038659	1350.11335791	1396.04047046	2681.37236236	2681.37236236	2675.97903901	2681.37236236	2681.37236236	2681.37236236	2665.61708392	2681.37236236	2681.37236236	2675.97903901	10808.8704312	10792.9061833	3404.24142186	3359.74690402	3394.18202738	3374.33377799	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	3387.57713427	3387.57713427	3387.57713427	3387.57713427	3387.57713427	3387.57713427	2211.95149564	3387.66319008	3387.66319008	2900.70842222	1758.58150911	409.106077587	409.106077587	409.106077587	1662.63770093	9971.77289366	9971.77289366	7132.25045765
Cinek_bin79_primerC.20151120	1493.16491228	9771.59880014	9769.39263201	1689.16336247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1032.55552513	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	1003.22422328	2361.97720696	8459.87550701	8459.87550701	6495.3973357	8923.55045595	8937.54530012	8928.33323521	8921.287002	8923.55045595	8937.54530012	8928.33323521	8921.287002	17274.9136604	16999.3948763	1655.96685731	1458.69038659	1346.84991595	1342.51157215	1446.73479892	1446.59074978	1350.11335791	1448.08808565	1399.3103834	1510.89911249	1342.51157215	1458.69038659	1350.11335791	1396.04047046	2681.37236236	2681.37236236	2675.97903901	2681.37236236	2681.37236236	2681.37236236	2665.61708392	2681.37236236	2681.37236236	2675.97903901	10808.8704312	10792.9061833	3404.24142186	3359.74690402	3394.18202738	3374.33377799	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	7373.99889237	3387.57713427	3387.57713427	3387.57713427	3387.57713427	3387.57713427	3387.57713427	2211.95149564	3387.66319008	3387.66319008	2900.70842222	1758.58150911	409.106077587	409.106077587	409.106077587	1662.63770093	9971.77289366	9971.77289366	7132.25045765
Decewicz_Dziewit_Lodz_Cseq1.20160126	918.618159558	10182.425406	10180.4590253	832.138237328	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	0	0.0	0.0	0.0	0.0	0.0	0.0	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	1402.56237273	9286.56377989	9286.56377989	6786.41923846	9674.7939136	9690.12754165	9681.99134505	9673.4746027	9674.7939136	9690.12754165	9681.99134505	9673.4746027	17827.0486308	17669.4476351	1024.02553389	474.22290505	388.405745358	223.521043281	352.991510751	352.757015257	283.110613573	348.00610742	396.313893121	461.803339847	223.521043281	474.22290505	283.110613573	390.051831165	1755.61323684	1755.61323684	1748.58040486	1755.61323684	1755.61323684	1755.61323684	1737.76281878	1755.61323684	1755.61323684	1748.58040486	11893.13232	11878.622064	2570.12257422	2517.3618233	2554.41933505	2535.9787318	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	2635.39922465	2635.39922465	2635.39922465	2635.39922465	2635.39922465	2635.39922465	1903.19002887	4066.12407984	4066.12407984	3475.69051042	1834.77676423	1103.07932798	1103.07932798	1103.07932798	1025.57317396	9838.83802331	9838.83802331	6032.90871416
Decewicz_Dziewit_Lodz_Cseq1.20160303	918.618159558	10182.425406	10180.4590253	832.138237328	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	0.0	0	0.0	0.0	0.0	0.0	0.0	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	1402.56237273	9286.56377989	9286.56377989	6786.41923846	9674.7939136	9690.12754165	9681.99134505	9673.4746027	9674.7939136	9690.12754165	9681.99134505	9673.4746027	17827.0486308	17669.4476351	1024.02553389	474.22290505	388.405745358	223.521043281	352.991510751	352.757015257	283.110613573	348.00610742	396.313893121	461.803339847	223.521043281	474.22290505	283.110613573	390.051831165	1755.61323684	1755.61323684	1748.58040486	1755.61323684	1755.61323684	1755.61323684	1737.76281878	1755.61323684	1755.61323684	1748.58040486	11893.13232	11878.622064	2570.12257422	2517.3618233	2554.41933505	2535.9787318	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	2635.39922465	2635.39922465	2635.39922465	2635.39922465	2635.39922465	2635.39922465	1903.19002887	4066.12407984	4066.12407984	3475.69051042	1834.77676423	1103.07932798	1103.07932798	1103.07932798	1025.57317396	9838.83802331	9838.83802331	6032.90871416
Decewicz_Dziewit_Lodz_Cseq2.20160126	918.618159558	10182.425406	10180.4590253	832.138237328	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	0.0	0.0	0	0.0	0.0	0.0	0.0	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	1402.56237273	9286.56377989	9286.56377989	6786.41923846	9674.7939136	9690.12754165	9681.99134505	9673.4746027	9674.7939136	9690.12754165	9681.99134505	9673.4746027	17827.0486308	17669.4476351	1024.02553389	474.22290505	388.405745358	223.521043281	352.991510751	352.757015257	283.110613573	348.00610742	396.313893121	461.803339847	223.521043281	474.22290505	283.110613573	390.051831165	1755.61323684	1755.61323684	1748.58040486	1755.61323684	1755.61323684	1755.61323684	1737.76281878	1755.61323684	1755.61323684	1748.58040486	11893.13232	11878.622064	2570.12257422	2517.3618233	2554.41933505	2535.9787318	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	2635.39922465	2635.39922465	2635.39922465	2635.39922465	2635.39922465	2635.39922465	1903.19002887	4066.12407984	4066.12407984	3475.69051042	1834.77676423	1103.07932798	1103.07932798	1103.07932798	1025.57317396	9838.83802331	9838.83802331	6032.90871416
Decewicz_Dziewit_Lodz_Cseq2.20160303	918.618159558	10182.425406	10180.4590253	832.138237328	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	0.0	0.0	0.0	0	0.0	0.0	0.0	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	1402.56237273	9286.56377989	9286.56377989	6786.41923846	9674.7939136	9690.12754165	9681.99134505	9673.4746027	9674.7939136	9690.12754165	9681.99134505	9673.4746027	17827.0486308	17669.4476351	1024.02553389	474.22290505	388.405745358	223.521043281	352.991510751	352.757015257	283.110613573	348.00610742	396.313893121	461.803339847	223.521043281	474.22290505	283.110613573	390.051831165	1755.61323684	1755.61323684	1748.58040486	1755.61323684	1755.61323684	1755.61323684	1737.76281878	1755.61323684	1755.61323684	1748.58040486	11893.13232	11878.622064	2570.12257422	2517.3618233	2554.41933505	2535.9787318	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	2635.39922465	2635.39922465	2635.39922465	2635.39922465	2635.39922465	2635.39922465	1903.19002887	4066.12407984	4066.12407984	3475.69051042	1834.77676423	1103.07932798	1103.07932798	1103.07932798	1025.57317396	9838.83802331	9838.83802331	6032.90871416
Decewicz_Dziewit_Lodz_Cseq3.20160303	918.618159558	10182.425406	10180.4590253	832.138237328	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	0.0	0.0	0.0	0.0	0	0.0	0.0	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	1402.56237273	9286.56377989	9286.56377989	6786.41923846	9674.7939136	9690.12754165	9681.99134505	9673.4746027	9674.7939136	9690.12754165	9681.99134505	9673.4746027	17827.0486308	17669.4476351	1024.02553389	474.22290505	388.405745358	223.521043281	352.991510751	352.757015257	283.110613573	348.00610742	396.313893121	461.803339847	223.521043281	474.22290505	283.110613573	390.051831165	1755.61323684	1755.61323684	1748.58040486	1755.61323684	1755.61323684	1755.61323684	1737.76281878	1755.61323684	1755.61323684	1748.58040486	11893.13232	11878.622064	2570.12257422	2517.3618233	2554.41933505	2535.9787318	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	2635.39922465	2635.39922465	2635.39922465	2635.39922465	2635.39922465	2635.39922465	1903.19002887	4066.12407984	4066.12407984	3475.69051042	1834.77676423	1103.07932798	1103.07932798	1103.07932798	1025.57317396	9838.83802331	9838.83802331	6032.90871416
Decewicz_Dziewit_Lodz_Cseq4.20160303	918.618159558	10182.425406	10180.4590253	832.138237328	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	0.0	0.0	0.0	0.0	0.0	0	0.0	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	1402.56237273	9286.56377989	9286.56377989	6786.41923846	9674.7939136	9690.12754165	9681.99134505	9673.4746027	9674.7939136	9690.12754165	9681.99134505	9673.4746027	17827.0486308	17669.4476351	1024.02553389	474.22290505	388.405745358	223.521043281	352.991510751	352.757015257	283.110613573	348.00610742	396.313893121	461.803339847	223.521043281	474.22290505	283.110613573	390.051831165	1755.61323684	1755.61323684	1748.58040486	1755.61323684	1755.61323684	1755.61323684	1737.76281878	1755.61323684	1755.61323684	1748.58040486	11893.13232	11878.622064	2570.12257422	2517.3618233	2554.41933505	2535.9787318	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	2635.39922465	2635.39922465	2635.39922465	2635.39922465	2635.39922465	2635.39922465	1903.19002887	4066.12407984	4066.12407984	3475.69051042	1834.77676423	1103.07932798	1103.07932798	1103.07932798	1025.57317396	9838.83802331	9838.83802331	6032.90871416
Decewicz_Dziewit_Lodz_Cseq5.20160303	918.618159558	10182.425406	10180.4590253	832.138237328	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	1120.69237765	0.0	0.0	0.0	0.0	0.0	0.0	0	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	130.254035935	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	170.624611166	1402.56237273	9286.56377989	9286.56377989	6786.41923846	9674.7939136	9690.12754165	9681.99134505	9673.4746027	9674.7939136	9690.12754165	9681.99134505	9673.4746027	17827.0486308	17669.4476351	1024.02553389	474.22290505	388.405745358	223.521043281	352.991510751	352.757015257	283.110613573	348.00610742	396.313893121	461.803339847	223.521043281	474.22290505	283.110613573	390.051831165	1755.61323684	1755.61323684	1748.58040486	1755.61323684	1755.61323684	1755.61323684	1737.76281878	1755.61323684	1755.61323684	1748.58040486	11893.13232	11878.622064	2570.12257422	2517.3618233	2554.41933505	2535.9787318	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	8092.89022392	2635.39922465	2635.39922465	2635.39922465	2635.39922465	2635.39922465	2635.39922465	1903.19002887	4066.12407984	4066.12407984	3475.69051042	1834.77676423	1103.07932798	1103.07932798	1103.07932798	1025.57317396	9838.83802331	9838.83802331	6032.90871416
Decewicz_Dziewit_Oswiecim_Cseq1.20160126	962.345094959	10285.2410032	10283.3155674	795.909057566	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	0	0.0	0.0	0.0	0.0	0.0	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	1297.78035269	9449.05546297	9449.05546297	6880.26549753	9827.18295755	9842.67347456	9834.68949973	9825.98985307	9827.18295755	9842.67347456	9834.68949973	9825.98985307	17839.8808916	17712.1500506	1042.42249609	426.997773033	381.090727561	77.8036055294	233.557349213	233.241550455	222.072578264	219.915620761	355.683490017	369.494509379	77.8036055294	426.997773033	222.072578264	348.989787806	1654.61925185	1654.61925185	1647.19061219	1654.61925185	1654.61925185	1654.61925185	1636.42840663	1654.61925185	1654.61925185	1647.19061219	12080.7991216	12066.3438138	2423.45277643	2369.55288782	2406.81849348	2388.77971988	8186.26056127	8186.26056127	8186.26056127	8186.26056127	8186.26056127	8186.26056127	8186.26056127	8186.26056127	8186.26056127	8186.26056127	8186.26056127	8186.26056127	8186.26056127	8186.26056127	8186.26056127	8186.26056127	8186.26056127	8186.26056127	8186.26056127	2568.85304261	2568.85304261	2568.85304261	2568.85304261	2568.85304261	2568.85304261	1947.55658933	4166.56998026	4166.56998026	3563.87487731	1875.31466603	1264.84972224	1264.84972224	1264.84972224	1042.44443015	9855.26229849	9855.26229849	5860.90108387
Decewicz_Dziewit_Oswiecim_Cseq1.20160303	962.345094959	10285.2410032	10283.3155674	795.909057566	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	0.0	0	0.0	0.0	0.0	0.0	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	1297.78035269	9449.05546297	9449.05546297	6880.26549753	9827.18295755	9842.67347456	9834.68949973	9825.98985307	9827.18295755	9842.67347456	9834.68949973	9825.98985307	17839.8808916	17712.1500506	1042.42249609	426.997773033	381.090727561	77.8036055294	233.557349213	233.241550455	222.072578264	219.915620761	355.683490017	369.494509379	77.8036055294	426.997773033	222.072578264	348.989787806	1654.61925185	1654.61925185	1647.19061219	1654.61925185	1654.61925185	1654.61925185	1636.42840663	1654.61925185	1654.61925185	1647.19061219	12080.7991216	12066.3438138	2423.45277643	2369.55288782	2406.81849348	2388.77971988	8186.26056127	8186.26056127	8186.26056127	8186.26056127	8186.26056127	8186.26056127	8186.26056127	8186.26056127	8186.26056127	8186.26056127	8186.26056127	8186.26056127	8186.26056127	8186.26056127	8186.26056127	8186.26056127	8186.26056127	8186.26056127	8186.26056127	2568.85304261	2568.85304261	2568.85304261	2568.85304261	2568.85304261	2568.85304261	1947.55658933	4166.56998026	4166.56998026	3563.87487731	1875.31466603	1264.84972224	1264.84972224	1264.84972224	1042.44443015	9855.26229849	9855.26229849	5860.90108387
Decewicz_Dziewit_Oswiecim_Cseq2.20160303	962.345094959	10285.2410032	10283.3155674	795.909057566	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	1305.30975804	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	187.973539873	0.0	0.0	0	0.0	0.0	0.0	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	281.466324316	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	318.212006067	1297.78035269	9449.05546297	9449.05546297	6880.26549753	9827.18295755	9842.67347456	9834.68949973	9825.98985307	9827.18295755	9842.67347456	9834.68949973	9825.98985307	17839.8808916	17712.1500506	1042.42249609	426.997773033	381.090727561	77.8036055294	233.557349213	233.241550455	222.072578264	219.915620761	355.683490017	369.494509379	77.8036055294	426.997773033	222.072578264	348.989787806	1654.61925185	1654.61925185	1647.19061219	1654.61925185	1654.61925185	1654.61925185	1636.42840663	1654.61925185	1654.61925185	1647.19061219	12080.7991216	12066.3438138	2423.45277643	2369.55288782	2406.81849348	2388.77971988	8186.26056127	8186.26056127	8186.26056127	8186.26056127	8186.26056127	8186.26056127	8186.26056127	8186.26056127	8186.26056127	8186.26056127	8186.26056127	8186.26056127	8186.26056127	8186.26056127	8186.26056127	8186.26056127	8186.26056127	8186.26056127	8186.26056127	2568.85304261	2568.85304261	2568.85304261	2568.85304261	2568.85304261	2568.85304261	1947.55658933	4166.56998026	4166.56998026	3563.87487731	1875.31466603	1264.84972224	1264.84972224	1264.84972224	1042.44443015	9855.26229849	9855.26229849	5860.90108387
